COLOR_GrasSurface
N043.37.55.2380016 E001.22.16.6959984
N043.37.55.2950004 E001.22.16.8579984
N043.37.55.8840 E001.22.16.3930008
N043.37.55.9160004 E001.22.16.4899992
N043.37.55.3119996 E001.22.17.1180012
N043.37.51.5420004 E001.22.21.0259992
N043.37.50.9779992 E001.22.21.6030
N043.37.50.5719984 E001.22.20.8539984
N043.37.50.3490 E001.22.21.0860004
N043.37.50.7630 E001.22.21.8309988
N043.37.49.1720016 E001.22.23.4760008
N043.37.48.7610004 E001.22.22.7359992
N043.37.48.5379984 E001.22.22.9730016
N043.37.48.9510012 E001.22.23.7050004
N043.37.48.2970 E001.22.24.3770016
N043.37.48.1310004 E001.22.24.5300016
N043.37.48.1410012 E001.22.24.5520012
N043.37.47.5790016 E001.22.24.9520008
N043.37.47.5200012 E001.22.25.4110008
N043.37.47.4020004 E001.22.25.4930016
N043.37.47.1489996 E001.22.25.0349988
N043.37.47.2270008 E001.22.24.9530016
N043.37.47.0139996 E001.22.24.5669988
N043.37.46.7079996 E001.22.24.8890008
N043.37.46.9260012 E001.22.25.2699996
N043.37.46.9970004 E001.22.25.1879988
N043.37.47.2000008 E001.22.25.5669996
N043.37.47.1770004 E001.22.25.5950004
N043.37.47.1510012 E001.22.25.8319992
N043.37.47.0020008 E001.22.25.9340016
N043.37.46.9359984 E001.22.26.4759996
N043.37.46.5459996 E001.22.26.7179988
N043.37.46.4909988 E001.22.26.5370016
N043.37.46.4430 E001.22.26.5640016
N043.37.46.3599984 E001.22.26.3290008
N043.37.46.2979992 E001.22.26.3700012
N043.37.46.1709984 E001.22.25.9640004
N043.37.46.0819992 E001.22.26.0190012
N043.37.46.1660016 E001.22.26.2930008
N043.37.46.1449992 E001.22.26.3070012
N043.37.46.1330004 E001.22.26.4119988
N043.37.46.2180 E001.22.26.6869992
N043.37.45.1589988 E001.22.27.3320004
N043.37.45.0969996 E001.22.27.4860012
N043.37.44.5820016 E001.22.27.1220016
N043.37.44.5270008 E001.22.27.2730
N043.37.45.0410016 E001.22.27.6359988
N043.37.44.9799996 E001.22.27.7979988
N043.37.45.0440004 E001.22.28.6280004
N043.37.44.6700 E001.22.28.6960008
N043.37.44.6810016 E001.22.28.8159996
N043.37.44.8309992 E001.22.28.7969988
N043.37.44.8340016 E001.22.28.8400008
N043.37.44.9019984 E001.22.28.8980004
N043.37.45.0649992 E001.22.28.8750
N043.37.45.0829992 E001.22.29.0510004
N043.37.45.2010 E001.22.29.0359992
N043.37.45.2399988 E001.22.29.5110012
N043.37.45.3150012 E001.22.29.6190012
N043.37.45.1850016 E001.22.30.1360008
N043.37.45.2460 E001.22.30.1689984
N043.37.45.3479988 E001.22.30.1360008
N043.37.45.4490004 E001.22.29.7819984
N043.37.46.3500012 E001.22.31.0190016
N043.37.46.3630008 E001.22.31.2200004
N043.37.46.3710 E001.22.31.4119992
N043.37.46.3980 E001.22.31.6689996
N043.37.46.4350008 E001.22.31.9299996
N043.37.46.4760012 E001.22.32.1729996
N043.37.46.5269988 E001.22.32.3929992
N043.37.46.5700008 E001.22.32.5830
N043.37.46.6399992 E001.22.32.8310004
N043.37.46.5920004 E001.22.32.8810008
N043.37.46.3680012 E001.22.32.4609996
N043.37.45.5030004 E001.22.33.3419988
N043.37.45.5729988 E001.22.33.4790004
N043.37.46.2619992 E001.22.32.7540


COLOR_Building
N043.37.55.1750016 E001.22.16.7779992
N043.37.54.1359984 E001.22.16.4859996
N043.37.54.1350012 E001.22.16.4660016
N043.37.55.1120016 E001.22.16.1519988
N043.37.55.0750008 E001.22.15.9700008
N043.37.54.0969996 E001.22.16.2770016
N043.37.54.0860016 E001.22.16.2530004
N043.37.54.9080004 E001.22.15.3130008
N043.37.55.0430004 E001.22.15.3109992
N043.37.55.0470 E001.22.15.1439988
N043.37.54.9210 E001.22.15.1349988
N043.37.54.1890012 E001.22.14.0549988
N043.37.54.1999992 E001.22.14.0390004
N043.37.55.1349984 E001.22.14.4930
N043.37.55.1809992 E001.22.14.3190012
N043.37.54.2420004 E001.22.13.8550008
N043.37.54.2420004 E001.22.13.8280008
N043.37.55.3069992 E001.22.13.6570008
N043.37.55.4070 E001.22.13.7480016
N043.37.55.4840004 E001.22.13.6179984
N043.37.55.3820016 E001.22.13.5199992
N043.37.55.1899992 E001.22.12.0619992
N043.37.55.2100008 E001.22.12.0450
N043.37.55.8260004 E001.22.13.1340
N043.37.55.9369992 E001.22.13.0249992
N043.37.55.3209996 E001.22.11.9380008
N043.37.55.3350 E001.22.11.9169984
N043.37.56.2800 E001.22.12.5780016
N043.37.56.3180016 E001.22.12.7220016
N043.37.56.4449988 E001.22.12.6590016
N043.37.56.4089988 E001.22.12.5220
N043.37.56.8290 E001.22.11.1439992
N043.37.56.8490016 E001.22.11.1510012
N043.37.56.9330004 E001.22.12.4860
N043.37.57.0690012 E001.22.12.4820004
N043.37.56.9859996 E001.22.11.1349992
N043.37.57.0060012 E001.22.11.1290016
N043.37.57.5490 E001.22.12.4169988
N043.37.57.5339988 E001.22.12.5019984
N043.37.57.6519996 E001.22.12.5590008
N043.37.57.6670008 E001.22.12.4610016
N043.37.57.0780012 E001.22.11.0610012
N043.37.57.0540 E001.22.10.6380012
N043.37.56.7329988 E001.22.10.6719996
N043.37.56.7490008 E001.22.11.0930016
N043.37.56.3279988 E001.22.12.4709988
N043.37.55.3670004 E001.22.11.8030008
N043.37.55.1830008 E001.22.11.4679992
N043.37.54.9210 E001.22.11.7410016
N043.37.55.1030016 E001.22.12.0759996
N043.37.55.2990 E001.22.13.5480
N043.37.54.2269992 E001.22.13.7070012
N043.37.53.9339988 E001.22.13.5660
N043.37.53.8219992 E001.22.13.9890
N043.37.54.1070004 E001.22.14.1279996
N043.37.54.8640012 E001.22.15.2180004
N043.37.54.0249996 E001.22.16.1670
N043.37.53.7260016 E001.22.16.2609996
N043.37.53.8010004 E001.22.16.6980
N043.37.54.0969996 E001.22.16.6029996
N043.37.55.1970012 E001.22.16.9060008
N043.37.55.2849996 E001.22.16.8030012
N043.37.55.2630 E001.22.16.7130012
N043.37.55.1750016 E001.22.16.7779992


COLOR_Building
N043.37.45.7989996 E001.22.33.9129984
N043.37.45.0320016 E001.22.34.6519992
N043.37.45.4980 E001.22.35.5140012
N043.37.46.2839988 E001.22.34.6959984
N043.37.46.3299996 E001.22.34.7019996
N043.37.46.8919992 E001.22.34.0920012
N043.37.46.5009996 E001.22.33.1680
N043.37.45.7989996 E001.22.33.9129984


COLOR_Building
N043.37.48.0219996 E001.22.35.2809984
N043.37.48.8290008 E001.22.36.7939992
N043.37.48.9079992 E001.22.36.9400008
N043.37.48.9839988 E001.22.37.0670016
N043.37.49.0670004 E001.22.37.1629992
N043.37.49.1540016 E001.22.37.2349992
N043.37.49.2560004 E001.22.37.2820008
N043.37.49.3659984 E001.22.37.3000008
N043.37.49.4780016 E001.22.37.2900
N043.37.49.5879996 E001.22.37.2500004
N043.37.49.6710012 E001.22.37.1979984
N043.37.49.7319996 E001.22.37.1380008
N043.37.49.7880012 E001.22.37.0589988
N043.37.49.8349992 E001.22.36.9729984
N043.37.49.8879984 E001.22.36.8550012
N043.37.49.9199988 E001.22.36.7389984
N043.37.49.9419984 E001.22.36.6449988
N043.37.49.9530 E001.22.36.5279988
N043.37.49.9479996 E001.22.36.4249992
N043.37.49.6400016 E001.22.36.4749996
N043.37.49.6409988 E001.22.36.5639988
N043.37.49.6239996 E001.22.36.6579984
N043.37.49.5900012 E001.22.36.7399992
N043.37.49.5429996 E001.22.36.8090004
N043.37.49.4829984 E001.22.36.8590008
N043.37.49.4199984 E001.22.36.8789988
N043.37.49.3579992 E001.22.36.8789988
N043.37.49.3010004 E001.22.36.8619996
N043.37.49.2340008 E001.22.36.8159988
N043.37.49.2030012 E001.22.36.7790016
N043.37.49.1459988 E001.22.36.6710016
N043.37.49.3380012 E001.22.36.1840008
N043.37.49.3269996 E001.22.35.7409992
N043.37.49.2790008 E001.22.35.7470004
N043.37.49.2179988 E001.22.35.7430008
N043.37.49.1520 E001.22.35.7269988
N043.37.49.0770012 E001.22.35.7020004
N043.37.48.9920016 E001.22.35.6530008
N043.37.48.9079992 E001.22.35.5760004
N043.37.48.8550 E001.22.35.5149984
N043.37.48.8030016 E001.22.35.4450
N043.37.48.4719996 E001.22.34.8160008
N043.37.48.0219996 E001.22.35.2809984


COLOR_Building
N043.37.49.3929984 E001.22.36.1809984
N043.37.49.4559984 E001.22.36.1930008
N043.37.49.5050016 E001.22.36.2190
N043.37.49.5540012 E001.22.36.2679996
N043.37.49.5959988 E001.22.36.3299988
N043.37.49.6239996 E001.22.36.3990
N043.37.49.6409988 E001.22.36.4779984
N043.37.49.9469988 E001.22.36.4289988
N043.37.49.9320012 E001.22.36.3399996
N043.37.49.9059984 E001.22.36.2330004
N043.37.49.8749988 E001.22.36.1409988
N043.37.49.8320004 E001.22.36.0500016
N043.37.49.7830008 E001.22.35.9720004
N043.37.49.7319996 E001.22.35.9100012
N043.37.49.6650 E001.22.35.8449996
N043.37.49.5959988 E001.22.35.8010004
N043.37.49.5369984 E001.22.35.7690
N043.37.49.4649984 E001.22.35.7480012
N043.37.49.4060016 E001.22.35.7399984
N043.37.49.3259988 E001.22.35.7420
N043.37.49.3349988 E001.22.36.1850016
N043.37.49.3929984 E001.22.36.1809984


COLOR_Building
N043.37.56.6079996 E001.22.16.5500004
N043.37.56.9259984 E001.22.16.2159996
N043.37.56.8740 E001.22.16.1159988
N043.37.57.8010 E001.22.15.1560012
N043.37.57.4759992 E001.22.14.5179984
N043.37.56.1789984 E001.22.15.8620008
N043.37.56.3149992 E001.22.16.1079996
N043.37.56.5539996 E001.22.16.4439984
N043.37.56.6079996 E001.22.16.5500004


COLOR_Building
N043.37.58.9289988 E001.22.13.5090012
N043.37.58.8929988 E001.22.13.4889996
N043.37.58.8529992 E001.22.13.4860008
N043.37.58.8129996 E001.22.13.4919984
N043.37.58.7690004 E001.22.13.5159996
N043.37.58.7259984 E001.22.13.5590016
N043.37.58.6999992 E001.22.13.6130016
N043.37.58.6840008 E001.22.13.6750008
N043.37.58.6800012 E001.22.13.7539992
N043.37.58.6940016 E001.22.13.8270
N043.37.58.7210016 E001.22.13.8929988
N043.37.58.7640 E001.22.13.9400004
N043.37.58.8150012 E001.22.13.9649988
N043.37.58.8680004 E001.22.13.9699992
N043.37.58.9260 E001.22.13.9479996
N043.37.58.9670004 E001.22.13.9149984
N043.37.58.9959984 E001.22.13.8720
N043.37.59.0160 E001.22.13.8219996
N043.37.59.0270016 E001.22.13.7640
N043.37.59.0310012 E001.22.13.6949988
N043.37.59.0180016 E001.22.13.6329996
N043.37.58.9980 E001.22.13.5869988
N043.37.58.9689984 E001.22.13.5419988
N043.37.58.9289988 E001.22.13.5090012


COLOR_Building
N043.38.03.4980 E001.22.07.5590004
N043.38.04.2650016 E001.22.06.7649988
N043.38.04.4329992 E001.22.07.0790016
N043.38.04.5939984 E001.22.06.9150
N043.38.04.4229984 E001.22.06.6029988
N043.38.04.4559996 E001.22.06.5679996
N043.38.04.0020 E001.22.05.7299988
N043.38.03.8209992 E001.22.05.9270016
N043.38.03.8820012 E001.22.06.0350016
N043.38.03.4059984 E001.22.06.5169984
N043.38.03.3479988 E001.22.06.4120008
N043.38.03.2190 E001.22.06.5409996
N043.38.03.2780004 E001.22.06.6519984
N043.38.03.1009992 E001.22.06.8319984
N043.38.03.4980 E001.22.07.5590004


COLOR_Building
N043.37.59.3259996 E001.21.59.5370016
N043.37.59.6349984 E001.22.00.1020
N043.38.00.0390012 E001.21.59.6769984
N043.37.59.7290016 E001.21.59.1140016
N043.37.59.3259996 E001.21.59.5370016


COLOR_Building
N043.38.05.0039988 E001.22.05.8770012
N043.38.05.0240004 E001.22.05.9160
N043.38.05.5500 E001.22.05.3619996
N043.38.05.5200012 E001.22.05.3109984
N043.38.05.5439988 E001.22.05.2870008
N043.38.05.6439996 E001.22.05.4710004
N043.38.05.6649984 E001.22.05.4519996
N043.38.05.6860008 E001.22.05.4890004
N043.38.05.5489992 E001.22.05.6250012
N043.38.06.3890016 E001.22.07.1420016
N043.38.06.7480008 E001.22.06.7680012
N043.38.05.9139996 E001.22.05.2479984
N043.38.05.7440004 E001.22.05.4300
N043.38.05.7260004 E001.22.05.3940
N043.38.05.8080012 E001.22.05.3060016
N043.38.05.7009984 E001.22.05.1150
N043.38.05.7279984 E001.22.05.0919996
N043.38.05.7580008 E001.22.05.1470004
N043.38.06.3200004 E001.22.04.5429996
N043.38.06.2689992 E001.22.04.5490008
N043.38.06.0219996 E001.22.04.0959984
N043.38.06.0410004 E001.22.04.0149984
N043.38.05.9610012 E001.22.04.0940004
N043.38.05.8350012 E001.22.03.8560008
N043.38.05.3319984 E001.22.04.3730004
N043.38.05.5619988 E001.22.04.7610012
N043.38.05.4920004 E001.22.04.8370008
N043.38.05.4710016 E001.22.04.7989992
N043.38.05.4549996 E001.22.04.7759988
N043.38.05.4359988 E001.22.04.7589996
N043.38.05.4150 E001.22.04.7560008
N043.38.05.3909988 E001.22.04.7619984
N043.38.05.3710008 E001.22.04.7780004
N043.38.05.3580012 E001.22.04.8069984
N043.38.05.3559996 E001.22.04.8470016
N043.38.05.3620008 E001.22.04.8740016
N043.38.05.3750004 E001.22.04.8939996
N043.38.05.3990016 E001.22.04.9339992
N043.38.05.3409984 E001.22.04.9910016
N043.38.05.2569996 E001.22.04.8349992
N043.38.04.7349996 E001.22.05.3889996
N043.38.04.8390 E001.22.05.5769988
N043.38.04.8149988 E001.22.05.6420004
N043.38.04.7940 E001.22.05.6380008
N043.38.04.7550012 E001.22.05.6390016
N043.38.04.7169996 E001.22.05.6529984
N043.38.04.6899996 E001.22.05.6899992
N043.38.04.6759992 E001.22.05.7380016
N043.38.04.6770 E001.22.05.7929988
N043.38.04.6960008 E001.22.05.8419984
N043.38.04.7150016 E001.22.05.8680012
N043.38.04.7370012 E001.22.05.8879992
N043.38.04.7600016 E001.22.05.8940004
N043.38.04.7529996 E001.22.06.0579984
N043.38.04.6579992 E001.22.06.1550004
N043.38.04.9570008 E001.22.06.7950012
N043.38.05.2749996 E001.22.06.5120016
N043.38.04.9850016 E001.22.05.8929996
N043.38.05.0039988 E001.22.05.8770012


COLOR_Building
N043.38.06.1609992 E001.22.04.4100012
N043.38.06.4719996 E001.22.04.1099988
N043.38.06.5410008 E001.22.04.1940012
N043.38.06.8460 E001.22.04.0100016
N043.38.07.3140 E001.22.03.5259996
N043.38.07.2890016 E001.22.03.4749984
N043.38.07.3140 E001.22.03.4479984
N043.38.07.4169996 E001.22.03.6390
N043.38.07.4839992 E001.22.03.5709996
N043.38.07.5000012 E001.22.03.6019992
N043.38.07.3349988 E001.22.03.7790004
N043.38.08.1589992 E001.22.05.3060016
N043.38.08.5179984 E001.22.04.9320012
N043.38.07.6819992 E001.22.03.4110012
N043.38.07.5459984 E001.22.03.5510016
N043.38.07.5310008 E001.22.03.5199984
N043.38.07.5770016 E001.22.03.4709988
N043.38.07.4739984 E001.22.03.2819988
N043.38.07.4960016 E001.22.03.2570004
N043.38.07.5260004 E001.22.03.3089988
N043.38.08.0610 E001.22.02.7500016
N043.38.08.0379996 E001.22.02.7140016
N043.38.08.0570004 E001.22.02.6940
N043.38.08.4099984 E001.22.03.2450016
N043.38.08.4720012 E001.22.03.1710
N043.38.08.4840 E001.22.03.1850004
N043.38.08.4649992 E001.22.03.2049984
N043.38.08.4500016 E001.22.03.2260008
N043.38.08.4440004 E001.22.03.2570004
N043.38.08.4480 E001.22.03.2909988
N043.38.08.4590016 E001.22.03.3170016
N043.38.08.4739992 E001.22.03.3319992
N043.38.08.4940008 E001.22.03.3399984
N043.38.08.5160004 E001.22.03.3380004
N043.38.08.5390008 E001.22.03.3260016
N043.38.08.6960004 E001.22.03.1900008
N043.38.08.6359992 E001.22.03.0529992
N043.38.08.6039988 E001.22.03.0749988
N043.38.08.5880004 E001.22.03.0349992
N043.38.08.6949996 E001.22.02.9030016
N043.38.08.3320008 E001.22.02.3229984
N043.38.08.2410 E001.22.02.4269988
N043.38.08.1160008 E001.22.02.3990016
N043.38.08.1150 E001.22.02.3779992
N043.38.08.1129984 E001.22.02.3390004
N043.38.08.0990016 E001.22.02.3009988
N043.38.08.0769984 E001.22.02.2680012
N043.38.08.0480004 E001.22.02.2460016
N043.38.08.0189988 E001.22.02.2450008
N043.38.07.9820016 E001.22.02.2569996
N043.38.07.9540008 E001.22.02.2850004
N043.38.07.9339992 E001.22.02.3239992
N043.38.07.9230012 E001.22.02.3729988
N043.38.07.8579996 E001.22.02.3739996
N043.38.07.7709984 E001.22.02.2220004
N043.38.07.7390016 E001.22.02.2540008
N043.38.07.6059996 E001.22.02.0150004
N043.38.06.1860012 E001.22.03.5010012
N043.38.06.1649988 E001.22.03.5029992
N043.38.06.1230012 E001.22.03.5109984
N043.38.06.0780012 E001.22.03.5330016
N043.38.06.0429984 E001.22.03.5609988
N043.38.06.0110016 E001.22.03.6059988
N043.38.05.9889984 E001.22.03.6500016
N043.38.05.9750016 E001.22.03.6990012
N043.38.05.9679996 E001.22.03.7779996
N043.38.05.9740008 E001.22.03.8420004
N043.38.05.9880012 E001.22.03.8920008
N043.38.06.0110016 E001.22.03.9429984
N043.38.06.0380016 E001.22.03.9799992
N043.38.06.0720 E001.22.04.0180008
N043.38.06.0209988 E001.22.04.0760004
N043.38.06.0110016 E001.22.04.1099988
N043.38.06.1609992 E001.22.04.4100012


COLOR_Building
N043.38.06.4389984 E001.22.04.4000004
N043.38.06.5569992 E001.22.04.6130016
N043.38.06.4550004 E001.22.04.7129988
N043.38.06.5730012 E001.22.04.9239984
N043.38.06.3449988 E001.22.05.1620016
N043.38.06.6030 E001.22.05.6200008
N043.38.06.7689996 E001.22.05.4490008
N043.38.06.7880004 E001.22.05.4800004
N043.38.07.2920004 E001.22.04.9559988
N043.38.07.2729996 E001.22.04.9249992
N043.38.07.4119992 E001.22.04.7790012
N043.38.07.5249996 E001.22.04.9959984
N043.38.07.7200008 E001.22.04.7859996
N043.38.07.5959988 E001.22.04.5480
N043.38.07.5959988 E001.22.04.5329988
N043.38.07.2390012 E001.22.03.8849988
N043.38.06.9439992 E001.22.04.1859984
N043.38.06.8409996 E001.22.04.0029996
N043.38.06.4619988 E001.22.04.0940004
N043.38.06.4389984 E001.22.04.4000004


COLOR_Building
N043.38.06.7850016 E001.22.05.7780012
N043.38.07.3010004 E001.22.06.7119996
N043.38.07.9820016 E001.22.06.0110004
N043.38.07.4670 E001.22.05.0700
N043.38.06.7850016 E001.22.05.7780012


COLOR_Building
N043.38.06.4970016 E001.22.06.0629988
N043.38.06.6940008 E001.22.05.8550016
N043.38.06.5469984 E001.22.05.5850016
N043.38.06.3489984 E001.22.05.7879984
N043.38.06.4970016 E001.22.06.0629988


COLOR_Building
N043.38.47.0360004 E001.21.34.0880004
N043.38.47.1900012 E001.21.36.1640016
N043.38.47.3809992 E001.21.36.1389996
N043.38.47.5220004 E001.21.38.0440008
N043.38.49.2950004 E001.21.37.7989992
N043.38.49.0089984 E001.21.33.8140008
N043.38.47.0360004 E001.21.34.0880004


COLOR_Building
N043.38.45.0960 E001.21.38.3590008
N043.38.45.4369992 E001.21.43.0890012
N043.38.46.7610 E001.21.42.8929992
N043.38.46.7710008 E001.21.42.9869988
N043.38.46.6440 E001.21.43.0070004
N043.38.46.7030004 E001.21.43.7510016
N043.38.46.8240 E001.21.43.7320008
N043.38.46.8300012 E001.21.43.8379992
N043.38.45.5079984 E001.21.44.0139996
N043.38.45.9200004 E001.21.49.7319984
N043.38.47.4110016 E001.21.49.5230004
N043.38.47.4000 E001.21.49.3130016
N043.38.48.0210 E001.21.49.2230016
N043.38.47.9659992 E001.21.48.5070012
N043.38.50.1169992 E001.21.48.2069988
N043.38.49.4980008 E001.21.39.6339984
N043.38.46.7340 E001.21.40.0050
N043.38.46.5979992 E001.21.38.1499992
N043.38.45.0960 E001.21.38.3590008


COLOR_Building
N043.38.50.7369984 E001.21.51.6089988
N043.38.50.4120012 E001.21.51.6560004
N043.38.50.5680 E001.21.51.7889988
N043.38.50.7390 E001.21.51.9080004
N043.38.50.9120016 E001.21.52.0080012
N043.38.51.0849996 E001.21.52.1030016
N043.38.51.2970 E001.21.52.2039996
N043.38.51.5289984 E001.21.52.2969984
N043.38.51.7340004 E001.21.52.3590012
N043.38.51.9240012 E001.21.52.3869984
N043.38.52.1530008 E001.21.52.3820016
N043.38.52.4349996 E001.21.52.3640016
N043.38.52.7020008 E001.21.52.3320012
N043.38.53.0019996 E001.21.52.2650016
N043.38.53.1960 E001.21.52.2100008
N043.38.53.4220008 E001.21.52.1359992
N043.38.53.0559996 E001.21.51.2430012
N043.38.53.0329992 E001.21.51.2470008
N043.38.52.9890 E001.21.50.6639988
N043.38.50.6919984 E001.21.50.9850
N043.38.50.7369984 E001.21.51.6089988


COLOR_Building
N043.38.54.2339988 E001.21.33.8400
N043.38.54.4700004 E001.21.37.1109996
N043.38.55.2789996 E001.21.36.9929988
N043.38.55.3769988 E001.21.38.2250016
N043.38.56.7639996 E001.21.38.0310012
N043.38.56.7610008 E001.21.37.9649988
N043.38.58.3429992 E001.21.37.7449992
N043.38.58.3490004 E001.21.37.8219996
N043.38.59.7379992 E001.21.37.6269984
N043.38.59.6529996 E001.21.36.3970008
N043.39.00.4939992 E001.21.36.2790
N043.39.00.3890016 E001.21.34.7789988
N043.39.00.4619988 E001.21.34.7670
N043.39.00.3359988 E001.21.32.9990004
N043.38.54.2339988 E001.21.33.8400


COLOR_Building
N043.39.03.7720008 E001.21.37.3759992
N043.39.04.0500 E001.21.37.3389984
N043.39.04.0889988 E001.21.37.8129996
N043.39.06.7029984 E001.21.37.4550012
N043.39.06.6639996 E001.21.36.9789984
N043.39.07.1899992 E001.21.36.8989992
N043.39.06.8420016 E001.21.32.1189984
N043.39.03.4319988 E001.21.32.5829988
N043.39.03.7720008 E001.21.37.3759992


COLOR_Building
N043.39.08.4920004 E001.21.35.1270
N043.39.08.5290012 E001.21.35.1209988
N043.39.08.6429988 E001.21.36.7830
N043.39.11.4090012 E001.21.36.3989988
N043.39.11.3400 E001.21.35.4399984
N043.39.11.3699988 E001.21.35.4340008
N043.39.11.3240016 E001.21.34.7310
N043.39.11.5999992 E001.21.34.6950
N043.39.11.3720004 E001.21.31.5029988
N043.39.08.2620 E001.21.31.9280004
N043.39.08.4920004 E001.21.35.1270


COLOR_Building
N043.39.17.6479992 E001.21.25.4019996
N043.39.31.0330008 E001.21.23.5680012
N043.39.32.4519984 E001.21.23.3750016
N043.39.32.4140004 E001.21.22.8399984
N043.39.32.5659996 E001.21.22.8150
N043.39.31.7869992 E001.21.12.1809996
N043.39.31.6460016 E001.21.12.2069988
N043.39.31.6040004 E001.21.11.6510004
N043.39.30.0690 E001.21.11.8609992
N043.39.30.0710016 E001.21.11.8959984
N043.39.16.8030 E001.21.13.7139984
N043.39.17.6479992 E001.21.25.4019996


COLOR_Building
N043.39.09.4669992 E001.20.55.5860004
N043.39.08.5269996 E001.20.55.7220012
N043.39.08.0920008 E001.20.56.9230008
N043.39.07.3389996 E001.20.57.0279984
N043.39.07.3910016 E001.20.57.7610016
N043.39.07.1100 E001.20.57.8060016
N043.39.07.1859996 E001.20.59.0669988
N043.39.07.9200 E001.20.58.9499988
N043.39.08.0129988 E001.21.00.1109988
N043.39.07.2830016 E001.21.00.2220012
N043.39.07.3760004 E001.21.01.4659992
N043.39.07.6640004 E001.21.01.4220
N043.39.07.7100012 E001.21.02.1939984
N043.39.08.4729996 E001.21.02.0919996
N043.39.09.0699984 E001.21.03.1460004
N043.39.10.0059984 E001.21.03.0210012
N043.39.09.9810 E001.21.01.9969992
N043.39.10.6980012 E001.21.01.8879984
N043.39.10.5969996 E001.21.00.4659984
N043.39.09.8750016 E001.21.00.5619996
N043.39.09.7539984 E001.20.59.5399992
N043.39.08.9409996 E001.20.59.6540004
N043.39.08.9129988 E001.20.59.1749988
N043.39.09.7220016 E001.20.59.0650008
N043.39.09.6930 E001.20.58.0409988
N043.39.10.4109984 E001.20.57.9320016
N043.39.10.3119984 E001.20.56.5140012
N043.39.09.5900004 E001.20.56.6109996
N043.39.09.4669992 E001.20.55.5860004


COLOR_Building
N043.39.08.9489988 E001.21.04.3020
N043.39.07.8149988 E001.21.04.4610012
N043.39.08.0780004 E001.21.08.1090
