COLOR_GrasSurface
N043.37.35.1999984 E001.21.23.9370012
N043.37.35.0040 E001.21.22.4920008
N043.37.34.3290 E001.21.23.1509988


COLOR_HardSurface4
N043.37.34.4709984 E001.21.32.6679984
N043.37.34.6609992 E001.21.32.2869996
N043.37.34.8009996 E001.21.32.0860008
N043.37.36.2780004 E001.21.30.4689996
N043.37.35.3470008 E001.21.28.7610012
N043.37.32.3950008 E001.21.23.3210016
N043.37.28.8789996 E001.21.23.4990
N043.37.28.8519996 E001.21.21.9610008
N043.37.28.6209984 E001.21.21.9629988
N043.37.28.5960 E001.21.21.7659996
N043.37.28.5970008 E001.21.21.6519984
N043.37.28.6029984 E001.21.21.5200008
N043.37.28.8339996 E001.21.21.4909992
N043.37.28.8440004 E001.21.20.9750004
N043.37.28.3440 E001.21.20.9869992
N043.37.28.3260 E001.21.20.9720016
N043.37.28.3119996 E001.21.20.9369988
N043.37.28.3059984 E001.21.20.8800
N043.37.28.2979992 E001.21.20.2830012
N043.37.26.8209984 E001.21.20.4440004
N043.37.26.9979996 E001.21.20.6349984
N043.37.27.1369992 E001.21.20.7950004
N043.37.27.2409996 E001.21.20.9040012
N043.37.27.3219996 E001.21.21.0070008
N043.37.27.3789984 E001.21.21.1110012
N043.37.27.4180008 E001.21.21.2339988
N043.37.27.4289988 E001.21.21.3779988
N043.37.27.4130004 E001.21.21.4999992
N043.37.27.3690012 E001.21.21.6119988
N043.37.27.2920008 E001.21.21.7119996
N043.37.27.2139996 E001.21.21.7670004
N043.37.27.0909984 E001.21.21.8199996
N043.37.26.9400 E001.21.21.9039984
N043.37.26.8209984 E001.21.21.9710016
N043.37.26.7219984 E001.21.22.0320
N043.37.26.7179988 E001.21.22.0320
N043.37.26.5929996 E001.21.22.0420008
N043.37.26.5140012 E001.21.22.0449996
N043.37.26.4609984 E001.21.22.0230
N043.37.26.3100 E001.21.22.3580016
N043.37.27.6579984 E001.21.24.8360004
N043.37.28.7169996 E001.21.23.6930004
N043.37.29.6940 E001.21.24.2840016
N043.37.29.7950016 E001.21.26.0960004
N043.37.31.0080 E001.21.26.6220
N043.37.30.9900 E001.21.28.4799996
N043.37.32.2269996 E001.21.29.1420
N043.37.32.3439996 E001.21.30.9520008
N043.37.33.6439992 E001.21.31.5389988
N043.37.33.7310004 E001.21.33.4580004
N043.37.34.4709984 E001.21.32.6679984


COLOR_HardSurface4
N043.37.22.5909984 E001.20.54.7159992
N043.37.22.5159996 E001.20.54.7280016
N043.37.22.4580 E001.20.54.7760004
N043.37.21.0929988 E001.20.56.2210008
N043.37.21.3669984 E001.21.04.6779984
N043.37.21.4129992 E001.21.06.2489988
N043.37.21.4489992 E001.21.07.4710008
N043.37.21.4600008 E001.21.08.1159984
N043.37.21.5050008 E001.21.08.9669988
N043.37.21.5220 E001.21.09.3030012
N043.37.21.5299992 E001.21.09.4659984
N043.37.21.5259996 E001.21.09.6239988
N043.37.21.4929984 E001.21.09.8089992
N043.37.21.4910004 E001.21.09.8089992
N043.37.21.4470012 E001.21.10.0109988
N043.37.21.4200012 E001.21.10.1630016
N043.37.21.4259988 E001.21.10.3690008
N043.37.21.4370004 E001.21.10.5639984
N043.37.21.4529988 E001.21.10.8410004
N043.37.21.4749984 E001.21.11.0040012
N043.37.21.5240016 E001.21.11.1669984
N043.37.21.8740008 E001.21.12.3450012
N043.37.21.8970012 E001.21.12.4400016
N043.37.21.9500004 E001.21.12.4790004
N043.37.22.0119996 E001.21.12.4840008
N043.37.22.0879992 E001.21.12.4650
N043.37.22.2009996 E001.21.12.4160004
N043.37.22.2949992 E001.21.12.4030008
N043.37.22.7930016 E001.21.12.3779988
N043.37.23.3760 E001.21.12.3410016
N043.37.24.2010012 E001.21.12.2780016
N043.37.24.1929984 E001.21.11.8280016
N043.37.23.1920004 E001.21.11.8509984
N043.37.21.9900 E001.21.10.5639984
N043.37.23.1070008 E001.21.09.2959992
N043.37.24.2379984 E001.21.09.2430
N043.37.24.2019984 E001.21.08.6609988
N043.37.23.2430016 E001.21.08.7030
N043.37.23.2110012 E001.21.08.7019992
N043.37.23.1890016 E001.21.08.6910012
N043.37.23.1710016 E001.21.08.6670
N043.37.23.1589992 E001.21.08.6339988
N043.37.23.1539988 E001.21.08.5619988
N043.37.23.1520008 E001.21.08.4049992
N043.37.21.7530012 E001.21.07.0409988
N043.37.22.9389996 E001.21.05.7039984
N043.37.24.1070016 E001.21.05.5280016
N043.37.24.0899988 E001.21.04.9680
N043.37.22.9400004 E001.21.04.6959984
N043.37.21.6490008 E001.21.03.4850016
N043.37.22.8500004 E001.21.02.1309984
N043.37.24.0189996 E001.21.01.9580004
N043.37.23.9909988 E001.21.01.1369988
N043.37.22.8489996 E001.21.01.1049984
N043.37.21.6570 E001.20.59.9020008
N043.37.22.7910 E001.20.58.5070008
N043.37.23.9149992 E001.20.58.3959984
N043.37.23.9019996 E001.20.57.5580012
N043.37.22.7330004 E001.20.57.5900016
N043.37.21.5749992 E001.20.56.3049996
N043.37.22.6989984 E001.20.55.0370004
N043.37.23.7960012 E001.20.54.8630016
N043.37.23.7650016 E001.20.54.6280008
N043.37.22.5909984 E001.20.54.7159992


COLOR_HardSurface4
N043.37.30.2769984 E001.21.36.1680012
N043.37.30.6230016 E001.21.36.7930008
N043.37.30.8430012 E001.21.36.5429988
N043.37.31.0329984 E001.21.36.3020004
N043.37.24.5690004 E001.21.24.5430
N043.37.21.9799992 E001.21.27.1959984
N043.37.22.3100004 E001.21.27.8269992
N043.37.22.3539996 E001.21.27.7959996
N043.37.24.1989996 E001.21.25.8829992
N043.37.29.9499996 E001.21.36.4410
N043.37.30.0129996 E001.21.36.4550004
N043.37.30.2769984 E001.21.36.1680012


COLOR_HardSurface4
N043.37.20.4430008 E001.21.32.6890008
N043.37.24.5529984 E001.21.40.1420016
N043.37.25.2459984 E001.21.39.4210008
N043.37.21.1479996 E001.21.31.9610016
N043.37.20.4430008 E001.21.32.6890008


COLOR_HardSurface4
N043.37.04.9810008 E001.21.37.0180008
N043.37.04.283507709012 E001.21.37.93140934243488
N043.37.03.7350012 E001.21.37.4730012
N043.37.03.1739988 E001.21.37.9540008
N043.37.02.5680 E001.21.37.4159988
N043.37.02.6389992 E001.21.34.8819984
N043.37.02.2789992 E001.21.34.8649992
N043.37.01.9800012 E001.21.42.7889988
N043.37.02.3530008 E001.21.42.7920012
N043.37.02.4639996 E001.21.40.3250004
N043.37.03.1090008 E001.21.40.1190012
N043.37.03.6469992 E001.21.40.4399988
N043.37.04.2290004 E001.21.40.2379992
N043.37.04.8470016 E001.21.41.1710004
N043.37.05.3090004 E001.21.41.0000004
N043.37.05.7799992 E001.21.41.3700012
N043.37.06.4850016 E001.21.40.7369988
N043.37.07.1349996 E001.21.41.6139984
N043.37.08.3780004 E001.21.40.5039996
N043.37.09.4980 E001.21.41.6610
N043.37.10.7040 E001.21.40.8179988
N043.37.11.8319988 E001.21.41.8820004
N043.37.13.0440 E001.21.40.7980008
N043.37.13.9490004 E001.21.41.7579984
N043.37.15.4070004 E001.21.40.4550
N043.37.16.7459988 E001.21.41.8430016
N043.37.16.7700 E001.21.41.1990012
N043.37.15.8419992 E001.21.40.2879996
N043.37.15.8959992 E001.21.38.9099988
N043.37.16.8830004 E001.21.38.1890016
N043.37.16.9129992 E001.21.37.4789988
N043.37.15.4760016 E001.21.38.5400016
N043.37.14.3180004 E001.21.37.2430008
N043.37.13.1019996 E001.21.38.2770
N043.37.12.0330012 E001.21.37.1080008
N043.37.10.8199992 E001.21.38.0300004
N043.37.09.6600 E001.21.36.9489996
N043.37.08.4730008 E001.21.37.9400004
N043.37.07.3070004 E001.21.36.7840008
N043.37.06.5979984 E001.21.37.9689984
N043.37.05.9990016 E001.21.36.9789984
N043.37.05.4530004 E001.21.37.3489992
N043.37.04.9810008 E001.21.37.0180008
N043.37.04.2800016 E001.21.37.9360008
N043.37.04.283507709012 E001.21.37.93140934243488
N043.37.04.2890016 E001.21.37.9360008
N043.37.04.2800016 E001.21.37.9360008
N043.37.04.9810008 E001.21.37.0180008


COLOR_HardSurface4
N043.37.13.8810 E001.21.49.6789992
N043.37.13.5369984 E001.21.48.7419984
N043.37.12.3759984 E001.21.49.7720016
N043.37.11.2649988 E001.21.48.4440012
N043.37.10.0310016 E001.21.49.7059992
N043.37.08.9069988 E001.21.48.2739984
N043.37.07.6540008 E001.21.49.5050004
N043.37.06.5499996 E001.21.48.1129992
N043.37.05.3320008 E001.21.49.3660008
N043.37.04.2359988 E001.21.47.9000016
N043.37.03.0410004 E001.21.49.2159996
N043.37.01.8379992 E001.21.47.7020016
N043.37.01.8800004 E001.21.46.6670016
N043.37.01.6110012 E001.21.46.6790004
N043.37.01.5380004 E001.21.48.1230
N043.37.00.7209984 E001.21.48.6799992
N043.37.00.0599988 E001.21.48.0989988
N043.36.59.3340012 E001.21.48.5190
N043.36.58.6659996 E001.21.48.0120012
N043.36.57.9179988 E001.21.48.4030008
N043.36.57.2850 E001.21.47.8860012
N043.36.56.5269984 E001.21.48.4639992
N043.36.55.7179992 E001.21.47.6960004
N043.36.54.5249988 E001.21.47.8400004
N043.36.54.6580008 E001.21.46.0479996
N043.36.53.8419996 E001.21.44.9769996
N043.36.53.9160012 E001.21.42.9559992
N043.36.54.3049992 E001.21.41.9230008
N043.36.54.5379984 E001.21.38.3320008
N043.36.54.0399996 E001.21.37.3340016
N043.36.54.6030 E001.21.36.4529988
N043.36.53.9740008 E001.21.34.9570008
N043.36.55.3950 E001.21.34.3720008
N043.36.55.4090004 E001.21.34.0880004
N043.36.54.8280 E001.21.34.0359984
N043.36.54.8809992 E001.21.33.8060016
N043.36.53.7710004 E001.21.33.7359996
N043.36.53.7279984 E001.21.33.7849992
N043.36.53.5910004 E001.21.33.7790016
N043.36.47.9300004 E001.21.33.4199988
N043.36.47.8329984 E001.21.35.6060016
N043.36.47.6799984 E001.21.35.6040
N043.36.47.6380008 E001.21.36.8759988
N043.36.52.6569984 E001.21.37.3870008
N043.36.52.5189996 E001.21.41.6440008
N043.36.52.6709988 E001.21.43.1430012
N043.36.51.1419996 E001.21.43.1859996
N043.36.50.4669996 E001.21.43.8930
N043.36.48.9250008 E001.21.43.7760
N043.36.48.6370008 E001.21.44.2820016
N043.36.48.7860012 E001.21.44.5870008
N043.36.48.4430004 E001.21.46.2369996
N043.36.48.7019988 E001.21.46.7690004
N043.36.48.3549984 E001.21.47.9790
N043.36.47.4450012 E001.21.48.0639996
N043.36.47.3190012 E001.21.51.6139992
N043.36.47.8130004 E001.21.51.7010004
N043.36.47.9670012 E001.21.49.5519984
N043.36.49.4039988 E001.21.48.4549992
N043.36.50.7570012 E001.21.49.6479996
N043.36.52.2529992 E001.21.48.5219988
N043.36.53.5230 E001.21.49.9089996
N043.36.53.5340016 E001.21.52.5110004
N043.36.54.9759996 E001.21.51.3270
N043.36.56.3550012 E001.21.52.8149988
N043.36.57.7699992 E001.21.51.5109996
N043.36.59.1500016 E001.21.53.1020016
N043.37.00.5869992 E001.21.51.6530016
N043.37.01.7439996 E001.21.53.0060004
N043.37.03.1850004 E001.21.51.5030004
N043.37.04.2669984 E001.21.52.7640012
N043.37.05.4260004 E001.21.51.7579992
N043.37.06.5150004 E001.21.52.9999992
N043.37.07.7409984 E001.21.51.8000004
N043.37.08.8250016 E001.21.53.1510012
N043.37.10.0210008 E001.21.51.8640012
N043.37.11.1169992 E001.21.53.3450016
N043.37.12.3179988 E001.21.51.9490008
N043.37.13.3600008 E001.21.53.2469988
N043.37.13.7250012 E001.21.52.3860012
N043.37.13.4680008 E001.21.51.6639996
N043.37.13.8640008 E001.21.51.3370008
N043.37.13.8749988 E001.21.50.8240008
N043.37.13.6419996 E001.21.50.3349984
N043.37.13.8810 E001.21.49.6789992


COLOR_HardSurface4
N043.37.12.9270 E001.22.47.0110008
N043.37.12.8079984 E001.22.46.9449984
N043.37.12.6940008 E001.22.46.8840
N043.37.12.5910012 E001.22.46.8599988
N043.37.12.4880016 E001.22.46.8620004
N043.37.12.3660012 E001.22.46.8800004
N043.37.12.2610 E001.22.46.9279992
N043.37.12.1500012 E001.22.46.9899984
N043.37.12.0410004 E001.22.47.1029988
N043.37.11.9409996 E001.22.47.2569996
N043.37.11.8539984 E001.22.47.4359988
N043.37.11.5960008 E001.22.48.1789992
N043.37.11.4250008 E001.22.48.6680016
N043.37.11.2860012 E001.22.48.9860004
N043.37.11.1450 E001.22.49.2740004
N043.37.10.7789988 E001.22.49.9810008
N043.37.11.2440 E001.22.49.4439996
N043.37.11.7509988 E001.22.49.1490012
N043.37.12.2990016 E001.22.49.0469988
N043.37.12.8390016 E001.22.49.1400012
N043.37.13.3209984 E001.22.49.4400
N043.37.13.5959988 E001.22.49.5840
N043.37.13.9069992 E001.22.49.5630012
N043.37.14.1440016 E001.22.49.4439996
N043.37.14.3289984 E001.22.49.1880
N043.37.14.2780008 E001.22.49.2060
N043.37.14.2590 E001.22.49.2080016
N043.37.14.2449996 E001.22.49.1930004
N043.37.14.2389984 E001.22.49.1639988
N043.37.14.2420008 E001.22.49.1250
N043.37.14.5800012 E001.22.48.0479988
N043.37.12.9270 E001.22.47.0110008


COLOR_HardSurface4
N043.37.11.4060 E001.22.50.6169984
N043.37.11.5460004 E001.22.50.5440012
N043.37.11.7090012 E001.22.50.4959988
N043.37.11.9269992 E001.22.50.4590016
N043.37.12.1350 E001.22.50.5059996
N043.37.12.3420 E001.22.50.5639992
N043.37.12.5220 E001.22.50.6480016
N043.37.12.7499988 E001.22.50.7950004
N043.37.12.9770004 E001.22.50.9469996
N043.37.13.2690 E001.22.51.1399992
N043.37.13.5620004 E001.22.51.3300
N043.37.13.8479988 E001.22.51.5089992
N043.37.13.9900008 E001.22.51.6100008
N043.37.14.0959992 E001.22.51.7440
N043.37.14.1830004 E001.22.51.8959992
N043.37.14.2460004 E001.22.52.0669992
N043.37.14.2730004 E001.22.52.2210
N043.37.14.2690008 E001.22.52.3570008
N043.37.14.2439988 E001.22.52.5069984
N043.37.14.3429988 E001.22.52.2170004
N043.37.14.3720004 E001.22.51.8959992
N043.37.14.3429988 E001.22.51.6140004
N043.37.14.2709988 E001.22.51.3530004
N043.37.14.1790008 E001.22.51.1640004
N043.37.14.0450016 E001.22.50.9549988
N043.37.13.7790012 E001.22.50.7789984
N043.37.12.6840 E001.22.50.0440008
N043.37.12.4569984 E001.22.49.9659996
N043.37.12.1339992 E001.22.49.9270008
N043.37.11.8110 E001.22.50.0509992
N043.37.11.4620016 E001.22.50.3439996
N043.37.11.2460016 E001.22.50.7690012
N043.37.11.4060 E001.22.50.6169984


COLOR_HardSurface4
N043.37.06.3750 E001.22.20.3679984
N043.37.07.2530004 E001.22.21.9770004
N043.37.08.7920004 E001.22.20.3890008
N043.37.07.9020012 E001.22.18.7839984
N043.37.06.3750 E001.22.20.3679984


COLOR_HardSurface4
N043.38.47.0169996 E001.20.38.1140016
N043.38.46.1280012 E001.20.36.5340012
N043.38.38.3899992 E001.20.44.5909992
N043.38.39.2660016 E001.20.46.1910012
N043.38.47.0169996 E001.20.38.1140016


LIGHT_POLYGON_TERRAIN1
N043.37.09.2700012 E001.22.55.1529984
N043.37.09.2240004 E001.22.55.2540
N043.37.09.2030016 E001.22.55.2969984
N043.37.09.1850016 E001.22.55.3140012
N043.37.09.1700004 E001.22.55.3100016
N043.37.09.1580016 E001.22.55.3010016
N043.37.09.1419996 E001.22.55.2839988
N043.37.09.1850016 E001.22.56.7059988
N043.37.09.2439984 E001.22.56.4890016
N043.37.09.6690 E001.22.55.2180
N043.37.10.4840004 E001.22.52.7919996
N043.37.10.7540004 E001.22.52.0309992
N043.37.11.2050012 E001.22.52.3229988
N043.37.11.4430008 E001.22.52.5119988
N043.37.11.6519988 E001.22.51.9080016
N043.37.10.9409988 E001.22.51.4750008
N043.37.11.1110016 E001.22.50.9430
N043.37.10.3149984 E001.22.52.0029984
N043.37.09.2700012 E001.22.55.1529984


LIGHT_POLYGON_TERRAIN1
N043.38.44.0540016 E001.20.56.9490
N043.38.43.9119996 E001.20.58.0890012
N043.38.43.5210 E001.20.59.6320008
N043.38.43.6599996 E001.20.59.2320012
N043.38.43.7100 E001.20.59.1069984
N043.38.43.7570016 E001.20.58.9999992
N043.38.43.8330012 E001.20.58.8990012
N043.38.43.9739988 E001.20.58.7659992
N043.38.44.1210012 E001.20.58.6520016
N043.38.44.2640004 E001.20.58.5690
N043.38.44.3799996 E001.20.58.5269988
N043.38.44.5130016 E001.20.58.5170016
N043.38.44.6529984 E001.20.58.5350016
N043.38.44.7789984 E001.20.58.5890016
N043.38.44.9189988 E001.20.58.6680
N043.38.45.0449988 E001.20.58.7940
N043.38.45.2270004 E001.20.58.9859988
N043.38.45.4160004 E001.20.59.2829988
N043.38.45.6579996 E001.20.59.6060016
N043.38.45.8970 E001.20.59.8580016
N043.38.46.1510016 E001.20.59.3049984
N043.38.46.0250016 E001.20.59.1290016
N043.38.45.9129984 E001.20.58.9279992
N043.38.45.7270008 E001.20.58.5750012
N043.38.45.5499996 E001.20.58.2519984
N043.38.44.9239992 E001.20.57.1229988
N043.38.43.9929996 E001.20.55.4370
N043.38.44.0589984 E001.20.56.1860016
N043.38.44.0540016 E001.20.56.9490


LIGHT_POLYGON_TERRAIN1
N043.38.31.3640016 E001.21.09.9129996
N043.38.31.4369988 E001.21.10.1170008
N043.38.31.4909988 E001.21.10.2989988
N043.38.31.5430008 E001.21.10.5239988
N043.38.31.5930012 E001.21.10.7660016
N043.38.31.6219992 E001.21.10.9410012
N043.38.31.6470012 E001.21.11.2169988
N043.38.31.6669992 E001.21.11.6089992
N043.38.31.6610016 E001.21.11.9239992
N043.38.31.6309992 E001.21.12.3279984
N043.38.31.5870 E001.21.12.6280008
N043.38.31.4440008 E001.21.13.2419988
N043.38.31.3109988 E001.21.13.5990
N043.38.31.1309988 E001.21.13.9780008
N043.38.29.1900012 E001.21.17.0610012
N043.38.26.7119988 E001.21.20.7690012
N043.38.23.4459996 E001.21.25.6520016
N043.38.22.2830016 E001.21.27.3870
N043.38.20.8799988 E001.21.29.4850008
N043.38.19.5230004 E001.21.31.5010008
N043.38.18.4769988 E001.21.33.0829992
N043.38.18.8990016 E001.21.33.0940008
N043.38.19.3899984 E001.21.32.8849992
N043.38.19.8020004 E001.21.32.6160
N043.38.20.4309996 E001.21.31.9349988
N043.38.21.5000016 E001.21.30.7749996
N043.38.21.2449992 E001.21.30.9330
N043.38.21.0400008 E001.21.31.0820004
N043.38.20.8420008 E001.21.31.2080004
N043.38.20.7629988 E001.21.31.2599988
N043.38.20.7189996 E001.21.31.2289992
N043.38.21.0400008 E001.21.30.7559988
N043.38.22.2079992 E001.21.29.0130012
N043.38.24.3570012 E001.21.25.7820012
N043.38.26.8890 E001.21.21.9780
N043.38.28.8210012 E001.21.19.0860012
N043.38.30.6660012 E001.21.16.3419984
N043.38.31.3450008 E001.21.15.3240012
N043.38.31.5949992 E001.21.14.9289984
N043.38.31.7749992 E001.21.14.6199996
N043.38.31.9200 E001.21.14.3600004
N043.38.32.0690004 E001.21.13.9870008
N043.38.32.1740016 E001.21.13.6900008
N043.38.32.2670004 E001.21.13.3390008
N043.38.32.3610 E001.21.12.9980016
N043.38.32.4049992 E001.21.12.7329984
N043.38.32.4260016 E001.21.12.4819992
N043.38.32.4819996 E001.21.11.7680004
N043.38.31.2879984 E001.21.09.7260012
N043.38.31.3640016 E001.21.09.9129996


LIGHT_POLYGON_TERRAIN1
N043.38.14.5870008 E001.21.31.6000008
N043.38.14.5799988 E001.21.32.1149988
N043.38.14.4849984 E001.21.33.4890
N043.38.14.3909988 E001.21.34.5769992
N043.38.14.2119996 E001.21.36.1069992
N043.38.14.0930016 E001.21.37.0320012
N043.38.13.9930008 E001.21.37.7030016
N043.38.13.9260012 E001.21.38.0589984
N043.38.13.8710004 E001.21.38.1729996
N043.38.13.3239984 E001.21.38.7690012
N043.38.12.9369984 E001.21.39.1389984
N043.38.13.2119988 E001.21.39.5020008
N043.38.15.5979996 E001.21.37.0609992
N043.38.16.3029984 E001.21.35.4909996
N043.38.16.5540012 E001.21.34.1899992
N043.38.16.5180012 E001.21.33.3749988
N043.38.15.8049996 E001.21.31.5020016
N043.38.14.7339996 E001.21.30.1449996
N043.38.14.5870008 E001.21.31.6000008


LIGHT_POLYGON_TERRAIN1
N043.36.56.9040012 E001.22.46.5740004
N043.36.56.8140012 E001.22.46.5250008
N043.36.56.7209988 E001.22.46.4900016
N043.36.56.6280 E001.22.46.4689992
N043.36.56.4549984 E001.22.46.4900016
N043.36.56.2619988 E001.22.46.5189996
N043.36.56.0300004 E001.22.46.5240
N043.36.55.8309996 E001.22.46.4850012
N043.36.55.6290 E001.22.46.4120004
N043.36.55.4360004 E001.22.46.3080
N043.36.55.2350016 E001.22.46.1439984
N043.36.55.0500012 E001.22.45.9630012
N043.36.51.4760004 E001.22.42.4809984
N043.36.49.8060 E001.22.40.8619992
N043.36.49.6940004 E001.22.40.6909992
N043.36.49.5650016 E001.22.40.4670
N043.36.49.4600004 E001.22.40.1909988
N043.36.49.4089992 E001.22.39.8960004
N043.36.49.3930008 E001.22.39.5730012
N043.36.49.4120016 E001.22.39.2610
N043.36.49.4570016 E001.22.38.9489988
N043.36.51.5980008 E001.22.29.5349988
N043.36.53.5619988 E001.22.20.8909992
N043.36.55.2539988 E001.22.13.5980004
N043.36.54.7999992 E001.22.13.6430004
N043.36.53.6770008 E001.22.18.4760004
N043.36.52.8850008 E001.22.21.9190008
N043.36.51.6970008 E001.22.27.2570016
N043.36.50.1850008 E001.22.34.0020012
N043.36.49.1400 E001.22.38.5340016
N043.36.49.0700016 E001.22.38.8319988
N043.36.48.9750012 E001.22.39.1100016
N043.36.48.8379996 E001.22.39.3279996
N043.36.48.6669996 E001.22.39.5289984
N043.36.48.4859988 E001.22.39.6829992
N043.36.48.2969988 E001.22.39.7599996
N043.36.48.1240008 E001.22.39.8100
N043.36.47.9130012 E001.22.39.7419996
N043.36.47.7050004 E001.22.39.6400008
N043.36.47.5350012 E001.22.39.5019984
N043.36.47.3850 E001.22.39.3160008
N043.36.47.2320 E001.22.39.0900
N043.36.47.0949984 E001.22.38.7990012
N043.36.46.9820016 E001.22.38.4160008
N043.36.46.9270008 E001.22.37.9729992
N043.36.46.9429992 E001.22.37.5570012
N043.36.47.2209984 E001.22.33.8790
N043.36.47.2380012 E001.22.33.6280008
N043.36.47.2449996 E001.22.33.3919992
N043.36.47.2349988 E001.22.32.8730016
N043.36.47.1030012 E001.22.26.9690016
N043.36.46.4770008 E001.22.27.2750016
N043.36.46.5919992 E001.22.32.5530012
N043.36.46.5990012 E001.22.33.0480012
N043.36.46.5940008 E001.22.33.4220016
N043.36.46.5760008 E001.22.33.8459988
N043.36.46.4069988 E001.22.36.0109992
N043.36.46.3449996 E001.22.36.9620004
N043.36.46.3060008 E001.22.37.4890008
N043.36.46.2809988 E001.22.37.8279984
N043.36.46.2939984 E001.22.38.1150012
N043.36.46.3359996 E001.22.38.4769992
N043.36.46.3989996 E001.22.38.8210008
N043.36.46.4760 E001.22.39.0759996
N043.36.46.5879996 E001.22.39.3250008
N043.36.46.7520012 E001.22.39.6459984
N043.36.46.9950012 E001.22.39.9749988
N043.36.47.2979988 E001.22.40.2300012
N043.36.47.6650008 E001.22.40.4789988
N043.36.48.6039996 E001.22.40.9689984
N043.36.48.8450016 E001.22.41.0800008
N043.36.49.0489992 E001.22.41.2269996
N043.36.49.3089984 E001.22.41.4639984
N043.36.51.0570 E001.22.43.1760
N043.36.53.2919988 E001.22.45.3669996
N043.36.55.2340008 E001.22.47.2350
N043.36.55.3820004 E001.22.47.3760012
N043.36.55.4860008 E001.22.47.4620016
N043.36.55.5900012 E001.22.47.5749984
N043.36.55.8619992 E001.22.48.0849996
N043.36.57.1190004 E001.22.46.8040008
N043.36.56.9040012 E001.22.46.5740004


COLOR_HardSurface2
N043.38.45.6309996 E001.21.12.8980008
N043.38.45.299850795168 E001.21.12.80823132936492
N043.38.45.3000012 E001.21.12.8070
N043.38.44.2799988 E001.21.12.5120016
N043.38.43.6390008 E001.21.12.3239988
N043.38.43.0770012 E001.21.12.1629996
N043.38.42.7350012 E001.21.12.0589992
N043.38.42.5550012 E001.21.12.0060
N043.38.42.4740012 E001.21.11.9750004
N043.38.42.3759984 E001.21.11.9279988
N043.38.42.2760012 E001.21.11.8670004
N043.38.42.1590012 E001.21.11.7900
N043.38.41.9979984 E001.21.11.6570016
N043.38.41.8779996 E001.21.11.5430004
